run_id,wave_group,wave_id,brake_id
0087,G2,W1,Fail-1-2
0088,G2,W1,Fail-1-3
0089,G2,W1,Fail-2-0
0090,G2,W1,Fail-2-1
0091,G2,W1,Fail-2-2
0092,G2,W1,Fail-2-3
0093,G2,W1,Fail-2-4
0094,G2,W1,Fail-3-0
0095,G2,W1,Fail-3-1
0096,G2,W1,Fail-3-2
0097,G2,W1,Fail-3-3
0098,G2,W1,Fail-3-4
0099,G2,W1,Fail-4-0
0100,G2,W1,Fail-4-1
0101,G2,W1,Fail-4-2
0102,G2,W1,No_Fail-1-0
0103,G2,W1,No_Fail-1-1
0104,G2,W1,No_Fail-1-2
0105,G2,W1,No_Fail-2-0
0106,G2,W1,No_Fail-2-1
0107,G2,W1,No_Fail-2-2
0108,G2,W1,No_Fail-2-3
0109,G2,W1,No_Fail-3-0
0110,G2,W1,No_Fail-3-1
0111,G2,W1,No_Fail-3-2
0112,G2,W1,No_Fail-4-0
0113,G2,W2,Fail-1-0
0114,G2,W2,Fail-1-1
0115,G2,W2,Fail-1-2
0116,G2,W2,Fail-1-3
0117,G2,W2,Fail-2-0
0118,G2,W2,Fail-2-1
0119,G2,W2,Fail-2-2
0120,G2,W2,Fail-2-3
0121,G2,W2,Fail-2-4
0122,G2,W2,Fail-3-0
0123,G2,W2,Fail-3-1
0124,G2,W2,Fail-3-2
0125,G2,W2,Fail-3-3
0126,G2,W2,Fail-3-4
0127,G2,W2,Fail-4-0
0128,G2,W2,Fail-4-1
0129,G2,W2,Fail-4-2
0130,G2,W2,Fail-4-3
0131,G2,W2,No_Fail-1-0
0132,G2,W2,No_Fail-1-1
0133,G2,W2,No_Fail-1-2
0134,G2,W2,No_Fail-2-0
0135,G2,W2,No_Fail-2-1
0136,G2,W2,No_Fail-2-2
0137,G2,W2,No_Fail-2-3
0138,G2,W2,No_Fail-3-0
0139,G2,W2,No_Fail-3-1
0140,G2,W2,No_Fail-3-2
0141,G2,W2,No_Fail-4-0
0142,G2,W2,No_Fail-4-1
0143,G2,W2,No_Fail-4-2
0144,G2,W2,No_Fail-4-3
0145,G2,W3,Fail-1-0
0146,G2,W3,Fail-1-1
0147,G2,W3,Fail-1-2
0148,G2,W3,Fail-1-3
0149,G2,W3,Fail-2-0
0150,G2,W3,Fail-2-1
0151,G2,W3,Fail-2-2
0152,G2,W3,Fail-2-3
0153,G2,W3,Fail-2-4
0154,G2,W3,Fail-3-0
0155,G2,W3,Fail-3-1
0156,G2,W3,Fail-3-2
0157,G2,W3,Fail-3-3
0158,G2,W3,Fail-3-4
0159,G2,W3,Fail-4-0
0160,G2,W3,Fail-4-1
0161,G2,W3,Fail-4-2
0162,G2,W3,No_Fail-1-0
0163,G2,W3,No_Fail-1-1
0164,G2,W3,No_Fail-1-2
0165,G2,W3,No_Fail-2-0
0166,G2,W3,No_Fail-2-1
0167,G2,W3,No_Fail-2-2
0168,G2,W3,No_Fail-2-3
0169,G2,W3,No_Fail-3-0
0170,G2,W3,No_Fail-3-1
0171,G2,W3,No_Fail-3-2
0172,G2,W3,No_Fail-4-0
0173,G2,W4-A,Fail-1-0
0174,G2,W4-A,Fail-1-1
0175,G2,W4-A,Fail-1-2
0176,G2,W4-A,Fail-1-3
0177,G2,W4-A,Fail-2-0
0178,G2,W4-A,Fail-2-1
0179,G2,W4-A,Fail-2-2
0180,G2,W4-A,Fail-2-3
0181,G2,W4-A,Fail-2-4
0182,G2,W4-A,Fail-3-0
0183,G2,W4-A,Fail-3-1
0184,G2,W4-A,Fail-3-2
0185,G2,W4-A,Fail-4-0
0186,G2,W4-A,Fail-4-1
0187,G2,W4-A,Fail-4-2
0188,G2,W4-A,Fail-4-3
0189,G2,W4-A,Fail-4-4
0190,G2,W4-A,No_Fail-1-0
0191,G2,W4-A,No_Fail-1-1
0192,G2,W4-A,No_Fail-1-2
0193,G2,W4-A,No_Fail-2-0
0194,G2,W4-A,No_Fail-2-1
0195,G2,W4-A,No_Fail-2-2
0196,G2,W4-A,No_Fail-2-3
0197,G2,W4-A,No_Fail-3-0
0198,G2,W4-A,No_Fail-3-1
0199,G2,W4-A,No_Fail-3-2
0200,G2,W4-A,No_Fail-4-0
0201,G2,W4-B,Fail-1-0
0202,G2,W4-B,Fail-1-1
0203,G2,W4-B,Fail-1-2
0204,G2,W4-B,Fail-1-3
0205,G2,W4-B,Fail-2-0
0206,G2,W4-B,Fail-2-1
0207,G2,W4-B,Fail-2-2
0208,G2,W4-B,Fail-2-3
0209,G2,W4-B,Fail-2-4
0210,G2,W4-B,Fail-3-0
0211,G2,W4-B,Fail-3-1
0212,G2,W4-B,Fail-3-2
0213,G2,W4-B,Fail-4-0
0214,G2,W4-B,Fail-4-1
0215,G2,W4-B,Fail-4-2
0216,G2,W4-B,Fail-4-3
0217,G2,W4-B,Fail-4-4
0218,G2,W4-B,No_Fail-1-0
0219,G2,W4-B,No_Fail-1-1
0220,G2,W4-B,No_Fail-1-2
0221,G2,W4-B,No_Fail-2-0
0222,G2,W4-B,No_Fail-2-1
0223,G2,W4-B,No_Fail-2-2
0224,G2,W4-B,No_Fail-2-3
0225,G2,W4-B,No_Fail-3-0
0226,G2,W4-B,No_Fail-3-1
0227,G2,W4-B,No_Fail-3-2
0228,G2,W4-B,No_Fail-4-0
0229,G2,W4-C,Fail-1-0
0230,G2,W4-C,Fail-1-1
0231,G2,W4-C,Fail-1-2
0232,G2,W4-C,Fail-1-3
0233,G2,W4-C,Fail-2-0
0234,G2,W4-C,Fail-2-1
0235,G2,W4-C,Fail-2-2
0236,G2,W4-C,Fail-2-3
0237,G2,W4-C,Fail-2-4
0238,G2,W4-C,Fail-3-0
0239,G2,W4-C,Fail-3-1
0240,G2,W4-C,Fail-3-2
0241,G2,W4-C,Fail-4-0
0242,G2,W4-C,Fail-4-1
0243,G2,W4-C,Fail-4-2
0244,G2,W4-C,Fail-4-3
0245,G2,W4-C,Fail-4-4
0246,G2,W4-C,No_Fail-1-0
0247,G2,W4-C,No_Fail-1-1
0248,G2,W4-C,No_Fail-1-2
0249,G2,W4-C,No_Fail-2-0
0250,G2,W4-C,No_Fail-2-1
0251,G2,W4-C,No_Fail-2-2
0252,G2,W4-C,No_Fail-2-3
0253,G2,W4-C,No_Fail-3-0
0254,G2,W4-C,No_Fail-3-1
0255,G2,W4-C,No_Fail-3-2
0256,G2,W4-C,No_Fail-4-0
